ship_name,upgrade_name,frequency
Gladiator I (56),Defense Liaison (3),3
Gladiator I (56),Damage Control Officer (5)!,1
Gladiator I (56),Wing Commander (6),1
Gozanti Cruisers (23),Parts Resupply (3),1850
Gozanti Cruisers (23),Emperor Palpatine (3),178
Gozanti Cruisers (23),Slicer Tools (7),705
Gozanti Cruisers (23),Suppressor (4),1870
Gozanti Cruisers (23),Comms Net (2),11430
Gozanti Cruisers (23),Munitions Resupply (3),1186
Gozanti Cruisers (23),Hondo Ohnaka (2),2770
Gozanti Cruisers (23),Reserve Hangar Deck (4),287
Gozanti Cruisers (23),Repair Crews (3),102
Gozanti Cruisers (23),Expanded Hangar Bay (5),799
Gozanti Cruisers (23),Darth Vader (4),332
Gozanti Cruisers (23),Minister Tua (2),484
Gozanti Cruisers (23),Electronic Countermeasures (7),477
Gozanti Cruisers (23),Bomber Command Center (8),1093
Gozanti Cruisers (23),Veteran Captain (2),6
Gozanti Cruisers (23),Admiral Titus (2),583
Gozanti Cruisers (23),Boosted Comms (4),1515
Gozanti Cruisers (23),Vector (2),538
Gozanti Cruisers (23),Taskmaster Grint (5),184
Gozanti Cruisers (23),Proximity Mines (4),267
Gozanti Cruisers (23),Commander Woldar (4),355
Gozanti Cruisers (23),Commander Vanto (7),94
Gozanti Cruisers (23),Reserve Hangar Deck (3)!,2752
Gozanti Cruisers (23),Reeva Demesne (4),63
Gozanti Cruisers (23),Instructor Goran (7),113
Gozanti Cruisers (23),Director Isard (3),44
Gozanti Cruisers (23),Skilled First Officer (1),23
Gozanti Cruisers (23),Admiral Chiraneau (10),138
Gozanti Cruisers (23),Phylon Q7 Tractor Beams (6),131
Gozanti Cruisers (23),Disposable Capacitors (3),115
Gozanti Cruisers (23),Darth Vader (1)!,3994
Gozanti Cruisers (23),Advanced Transponder Net (5),31
Gozanti Cruisers (23),Quad Laser Turrets (5),48
Gozanti Cruisers (23),Repair Crews (4)!,834
Gozanti Cruisers (23),Admiral Ozzel (2),5
Gozanti Cruisers (23),Rapid Launch Bays (6),24
Gozanti Cruisers (23),Flight Commander (3),110
Gozanti Cruisers (23),Veteran Captain (3)!,20
Gozanti Cruisers (23),Jamming Field (2),78
Gozanti Cruisers (23),Iden Versio (6),14
Gozanti Cruisers (23),Wulff Yularen (7),24
Gozanti Cruisers (23),Chart Officer (2),9
Gozanti Cruisers (23),Commander Gherant (2),37
Gozanti Cruisers (23),Lira Wessex (2),2
Gozanti Cruisers (23),Admiral Montferrat (5),11
Gozanti Cruisers (23),Engineering Captain (6),10
Gozanti Cruisers (23),Agent Kallus (3),17
Gozanti Cruisers (23),Point-Defense Reroute (5),8
Gozanti Cruisers (23),Commander Beck (3),15
Gozanti Cruisers (23),Intel Officer (7),3
Gozanti Cruisers (23),Commandant Aresko (7),10
Gozanti Cruisers (23),Wing Commander (6),3
Gozanti Cruisers (23),Captain Brunson (9),2
Gozanti Cruisers (23),Advanced Projectors (6),1
Gozanti Cruisers (23),Cluster Bombs (5),4
Gozanti Cruisers (23),Admiral Ozzel (20),1
Gozanti Cruisers (23),Flak Guns (3),3
Gozanti Cruisers (23),The Grand Inquisitor (4),1
Gozanti Cruisers (23),Reinforced Blast Doors (5),2
Gozanti Cruisers (23),Navigation Officer (6),1
MC80 Battle Cruiser (103),General Draven (20),5
MC80 Battle Cruiser (103),Gunnery Team (7),782
MC80 Battle Cruiser (103),Leading Shots (5),57
MC80 Battle Cruiser (103),Quad Battery Turrets (5),81
MC80 Battle Cruiser (103),XX-9 Turbolasers (2),64
MC80 Battle Cruiser (103),Endeavor (4),202
MC80 Battle Cruiser (103),Point Defense Ion Cannons (6),79
MC80 Battle Cruiser (103),XI7 Turbolasers (6),811
MC80 Battle Cruiser (103),Walex Blissex (5),219
MC80 Battle Cruiser (103),Auxiliary Shields Team (3),552
MC80 Battle Cruiser (103),Spinal Armament (9),1119
MC80 Battle Cruiser (103),Mon Karren (6),1010
MC80 Battle Cruiser (103),Ahsoka Tano (2),29
MC80 Battle Cruiser (103),Caitken and Shollan (6),602
MC80 Battle Cruiser (103),Engine Techs (8),444
MC80 Battle Cruiser (103),Damage Control Officer (3),3
MC80 Battle Cruiser (103),Intel Officer (7),284
MC80 Battle Cruiser (103),Leading Shots (6)!,344
MC80 Battle Cruiser (103),SW-7 Ion Batteries (5),134
MC80 Battle Cruiser (103),Turbolaser Reroute Circuits (7),78
MC80 Battle Cruiser (103),Ray Antilles (7),285
MC80 Battle Cruiser (103),H9 Turbolasers (8),72
MC80 Battle Cruiser (103),Nav Team (4),166
MC80 Battle Cruiser (103),Defense Liaison (3),17
MC80 Battle Cruiser (103),Heavy Turbolaser Turrets (4),12
MC80 Battle Cruiser (103),Dual Turbolaser Turrets (4),9
MC80 Battle Cruiser (103),Mon Calamari Exodus Fleet (5),141
MC80 Battle Cruiser (103),Skilled First Officer (1),39
MC80 Battle Cruiser (103),Kyrsta Agate (5),25
MC80 Battle Cruiser (103),Engineering Team (3),12
MC80 Battle Cruiser (103),Quad Turbolaser Cannons (10),44
MC80 Battle Cruiser (103),General Dodonna (20),170
MC80 Battle Cruiser (103),Flight Controllers (6),36
MC80 Battle Cruiser (103),Heavy Ion Emplacements (9),114
MC80 Battle Cruiser (103),Major Derlin (7),104
MC80 Battle Cruiser (103),Projection Experts (6),28
MC80 Battle Cruiser (103),Ruthless Strategists (4),6
MC80 Battle Cruiser (103),General Draven (3),3
MC80 Battle Cruiser (103),Expert Shield Tech (5),36
MC80 Battle Cruiser (103),Overload Pulse (6),4
MC80 Battle Cruiser (103),Lando Calrissian (4),99
MC80 Battle Cruiser (103),XX-9 Turbolasers (5)!,192
MC80 Battle Cruiser (103),Chart Officer (2),20
MC80 Battle Cruiser (103),Fire-Control Team (2),20
MC80 Battle Cruiser (103),NK-7 Ion Cannons (6),5
MC80 Battle Cruiser (103),Local Fire Control (4),34
MC80 Battle Cruiser (103),Hondo Ohnaka (2),20
MC80 Battle Cruiser (103),Ezra Bridger (3),23
MC80 Battle Cruiser (103),DBY-827 Heavy Turbolasers (3),15
MC80 Battle Cruiser (103),Veteran Gunners (5),67
MC80 Battle Cruiser (103),Linked Turbolaser Towers (7),567
MC80 Battle Cruiser (103),Liberty (3),93
MC80 Battle Cruiser (103),Enhanced Armament (10),32
MC80 Battle Cruiser (103),Point Defense Ion Cannons (4)!,451
MC80 Battle Cruiser (103),Medical Team (1),41
MC80 Battle Cruiser (103),Veteran Captain (2),6
MC80 Battle Cruiser (103),Overload Pulse (8)!,76
MC80 Battle Cruiser (103),Toryn Farr (7),27
MC80 Battle Cruiser (103),Weapons Battery Techs (5)!,42
MC80 Battle Cruiser (103),Ordnance Experts (4),20
MC80 Battle Cruiser (103),Heavy Turbolaser Turrets (6)!,83
MC80 Battle Cruiser (103),Ion Cannon Batteries (5),20
MC80 Battle Cruiser (103),Weapons Liaison (3),2
MC80 Battle Cruiser (103),Sensor Team (5),31
MC80 Battle Cruiser (103),NK-7 Ion Cannons (10)!,26
MC80 Battle Cruiser (103),Slaved Turrets (6),10
MC80 Battle Cruiser (103),Dual Turbolaser Turrets (5)!,14
MC80 Battle Cruiser (103),Kyrsta Agate (20)!,170
MC80 Battle Cruiser (103),Heavy Fire Zone (4)!,9
MC80 Battle Cruiser (103),MS-1 Ion Cannons (2),12
MC80 Battle Cruiser (103),Fighter Coordination Team (3),22
MC80 Battle Cruiser (103),Engineering Team (5)!,55
MC80 Battle Cruiser (103),Flight Commander (3),6
MC80 Battle Cruiser (103),Navigation Officer (6),8
MC80 Battle Cruiser (103),Tactical Expert (6),15
MC80 Battle Cruiser (103),Leia Organa (3),5
MC80 Battle Cruiser (103),Engineering Captain (6),13
MC80 Battle Cruiser (103),Veteran Captain (3)!,7
MC80 Battle Cruiser (103),Support Officer (4)!,5
MC80 Battle Cruiser (103),Damage Control Officer (5)!,17
MC80 Battle Cruiser (103),Adar Tallon (10),11
MC80 Battle Cruiser (103),Captain Rex (5),4
MC80 Battle Cruiser (103),Sabine Wren (4),6
MC80 Battle Cruiser (103),High-Capacity Ion Turbines (8)!,7
MC80 Battle Cruiser (103),Wedge Antilles (4),2
MC80 Battle Cruiser (103),Wing Commander (6),1
MC80 Battle Cruiser (103),Weapons Battery Techs (4),6
MC30c Scout Frigate (69),Major Derlin (7),126
MC30c Scout Frigate (69),Veteran Gunners (5),239
MC30c Scout Frigate (69),External Racks (4),2088
MC30c Scout Frigate (69),H9 Turbolasers (8),245
MC30c Scout Frigate (69),Foresight (10),271
MC30c Scout Frigate (69),Ordnance Experts (4),2565
MC30c Scout Frigate (69),Assault Concussion Missiles (5),329
MC30c Scout Frigate (69),Dual Turbolaser Turrets (4),14
MC30c Scout Frigate (69),Early Warning System (7),219
MC30c Scout Frigate (69),XI7 Turbolasers (6),349
MC30c Scout Frigate (69),Expert Shield Tech (5),680
MC30c Scout Frigate (69),Sensor Team (5),50
MC30c Scout Frigate (69),Turbolaser Reroute Circuits (7),1736
MC30c Scout Frigate (69),Intel Officer (7),521
MC30c Scout Frigate (69),Caitken and Shollan (6),445
MC30c Scout Frigate (69),Electronic Countermeasures (7),423
MC30c Scout Frigate (69),Enhanced Armament (10),242
MC30c Scout Frigate (69),Advanced Projectors (6),706
MC30c Scout Frigate (69),Admonition (10),67
MC30c Scout Frigate (69),Kyrsta Agate (5),40
MC30c Scout Frigate (69),Rapid Reload (4),15
MC30c Scout Frigate (69),General Dodonna (20),30
MC30c Scout Frigate (69),XX-9 Turbolasers (2),16
MC30c Scout Frigate (69),Sabine Wren (4),8
MC30c Scout Frigate (69),Reinforced Blast Doors (5),189
MC30c Scout Frigate (69),Assault Proton Torpedoes (4),1023
MC30c Scout Frigate (69),General Draven (3),3
MC30c Scout Frigate (69),Redundant Shields (8),37
MC30c Scout Frigate (69),Expanded Launchers (8),13
MC30c Scout Frigate (69),Lando Calrissian (4),337
MC30c Scout Frigate (69),Spinal Armament (9),351
MC30c Scout Frigate (69),Gunnery Team (7),269
MC30c Scout Frigate (69),Walex Blissex (5),159
MC30c Scout Frigate (69),Fire-Control Team (2),17
MC30c Scout Frigate (69),Wedge Antilles (4),3
MC30c Scout Frigate (69),Slaved Turrets (6),37
MC30c Scout Frigate (69),Foresight (8)!,2098
MC30c Scout Frigate (69),Skilled First Officer (1),207
MC30c Scout Frigate (69),Toryn Farr (7),19
MC30c Scout Frigate (69),Weapons Liaison (3),5
MC30c Scout Frigate (69),Mon Calamari Exodus Fleet (5),169
MC30c Scout Frigate (69),Wide-Area Barrage (2),56
MC30c Scout Frigate (69),Weapons Battery Techs (4),4
MC30c Scout Frigate (69),Tactical Expert (6),12
MC30c Scout Frigate (69),Ray Antilles (7),36
MC30c Scout Frigate (69),Local Fire Control (4),24
MC30c Scout Frigate (69),Ezra Bridger (3),74
MC30c Scout Frigate (69),Hondo Ohnaka (2),43
MC30c Scout Frigate (69),Quad Turbolaser Cannons (10),49
MC30c Scout Frigate (69),Captain Rex (5),7
MC30c Scout Frigate (69),Heavy Turbolaser Turrets (6)!,40
MC30c Scout Frigate (69),Defense Liaison (3),8
MC30c Scout Frigate (69),Reactive Gunnery (4),72
MC30c Scout Frigate (69),Veteran Captain (2),3
MC30c Scout Frigate (69),Admonition (6)!,261
MC30c Scout Frigate (69),Ahsoka Tano (2),43
MC30c Scout Frigate (69),Linked Turbolaser Towers (7),405
MC30c Scout Frigate (69),Dual Turbolaser Turrets (5)!,25
MC30c Scout Frigate (69),Weapons Battery Techs (5)!,8
MC30c Scout Frigate (69),Cluster Bombs (5),47
MC30c Scout Frigate (69),Chart Officer (2),23
MC30c Scout Frigate (69),Engineering Captain (6),10
MC30c Scout Frigate (69),Rapid Reload (8)!,80
MC30c Scout Frigate (69),DBY-827 Heavy Turbolasers (3),33
MC30c Scout Frigate (69),Expanded Launchers (13)!,52
MC30c Scout Frigate (69),Kyrsta Agate (20)!,30
MC30c Scout Frigate (69),XX-9 Turbolasers (5)!,37
MC30c Scout Frigate (69),Leia Organa (3),8
MC30c Scout Frigate (69),Navigation Officer (6),6
MC30c Scout Frigate (69),Heavy Turbolaser Turrets (4),11
MC30c Scout Frigate (69),Quad Battery Turrets (5),2
MC30c Scout Frigate (69),Assault Proton Torpedoes (5)!,1
MC30c Scout Frigate (69),Admonition (8)!,1
MC30c Scout Frigate (69),Flechette Torpedoes (3),2
MC30c Scout Frigate (69),Veteran Captain (3)!,1
Nebulon-B Support Refit (51),Ray Antilles (7),112
Nebulon-B Support Refit (51),Turbolaser Reroute Circuits (7),389
Nebulon-B Support Refit (51),Salvation (7),1449
Nebulon-B Support Refit (51),Auxiliary Shields Team (3),1553
Nebulon-B Support Refit (51),Spinal Armament (9),581
Nebulon-B Support Refit (51),Enhanced Armament (10),220
Nebulon-B Support Refit (51),Vanguard (4),452
Nebulon-B Support Refit (51),Projection Experts (6),227
Nebulon-B Support Refit (51),XX-9 Turbolasers (2),15
Nebulon-B Support Refit (51),Redemption (5),107
Nebulon-B Support Refit (51),Quad Battery Turrets (5),357
Nebulon-B Support Refit (51),Ezra Bridger (3),57
Nebulon-B Support Refit (51),Ordnance Experts (4),58
Nebulon-B Support Refit (51),Toryn Farr (7),48
Nebulon-B Support Refit (51),Hondo Ohnaka (2),54
Nebulon-B Support Refit (51),Gunnery Team (7),128
Nebulon-B Support Refit (51),Lando Calrissian (4),82
Nebulon-B Support Refit (51),Major Derlin (7),116
Nebulon-B Support Refit (51),Engineering Team (3),4
Nebulon-B Support Refit (51),Linked Turbolaser Towers (7),412
Nebulon-B Support Refit (51),Ahsoka Tano (2),79
Nebulon-B Support Refit (51),Heavy Turbolaser Turrets (4),2
Nebulon-B Support Refit (51),Skilled First Officer (1),271
Nebulon-B Support Refit (51),Slaved Turrets (6),346
Nebulon-B Support Refit (51),Dual Turbolaser Turrets (4),59
Nebulon-B Support Refit (51),Caitken and Shollan (6),170
Nebulon-B Support Refit (51),Intel Officer (7),210
Nebulon-B Support Refit (51),Redemption (8)!,355
Nebulon-B Support Refit (51),Kyrsta Agate (5),78
Nebulon-B Support Refit (51),Walex Blissex (5),57
Nebulon-B Support Refit (51),Leia Organa (3),20
Nebulon-B Support Refit (51),DBY-827 Heavy Turbolasers (3),9
Nebulon-B Support Refit (51),Local Fire Control (4),21
Nebulon-B Support Refit (51),Weapons Battery Techs (4),3
Nebulon-B Support Refit (51),Tactical Expert (6),7
Nebulon-B Support Refit (51),Engine Techs (8),53
Nebulon-B Support Refit (51),Quad Turbolaser Cannons (10),8
Nebulon-B Support Refit (51),Weapons Liaison (3),3
Nebulon-B Support Refit (51),Yavaris (5),55
Nebulon-B Support Refit (51),Fighter Coordination Team (3),33
Nebulon-B Support Refit (51),XI7 Turbolasers (6),89
Nebulon-B Support Refit (51),Nav Team (4),46
Nebulon-B Support Refit (51),H9 Turbolasers (8),9
Nebulon-B Support Refit (51),Wedge Antilles (4),15
Nebulon-B Support Refit (51),Medical Team (1),45
Nebulon-B Support Refit (51),Engineering Team (5)!,42
Nebulon-B Support Refit (51),Engineering Captain (6),13
Nebulon-B Support Refit (51),Expert Shield Tech (5),16
Nebulon-B Support Refit (51),General Draven (3),3
Nebulon-B Support Refit (51),Sabine Wren (4),9
Nebulon-B Support Refit (51),Dual Turbolaser Turrets (5)!,69
Nebulon-B Support Refit (51),Kyrsta Agate (20)!,8
Nebulon-B Support Refit (51),Adar Tallon (10),8
Nebulon-B Support Refit (51),Flight Commander (3),12
Nebulon-B Support Refit (51),Chart Officer (2),11
Nebulon-B Support Refit (51),XX-9 Turbolasers (5)!,26
Nebulon-B Support Refit (51),General Dodonna (20),24
Nebulon-B Support Refit (51),Heavy Turbolaser Turrets (6)!,4
Nebulon-B Support Refit (51),Heavy Fire Zone (4)!,6
Nebulon-B Support Refit (51),Damage Control Officer (5)!,1
Nebulon-B Support Refit (51),Weapons Battery Techs (5)!,5
Nebulon-B Support Refit (51),Veteran Gunners (5),14
Nebulon-B Support Refit (51),Defense Liaison (3),2
Nebulon-B Support Refit (51),Veteran Captain (3)!,6
Nebulon-B Support Refit (51),Fire-Control Team (2),2
Nebulon-B Support Refit (51),General Draven (20),7
Nebulon-B Support Refit (51),Veteran Captain (2),3
Nebulon-B Support Refit (51),Ruthless Strategists (4),2
Nebulon-B Support Refit (51),Wing Commander (6),1
Nebulon-B Support Refit (51),Sensor Team (5),1
Nebulon-B Support Refit (51),Captain Rex (5),1
MC80 Star Cruiser (96),Mon Calamari Exodus Fleet (5),184
MC80 Star Cruiser (96),XX-9 Turbolasers (5)!,258
MC80 Star Cruiser (96),Damage Control Officer (3),1
MC80 Star Cruiser (96),Gunnery Team (7),778
MC80 Star Cruiser (96),Auxiliary Shields Team (3),380
MC80 Star Cruiser (96),Spinal Armament (9),852
MC80 Star Cruiser (96),XI7 Turbolasers (6),868
MC80 Star Cruiser (96),Endeavor (4),146
MC80 Star Cruiser (96),Lando Calrissian (4),100
MC80 Star Cruiser (96),Engine Techs (8),813
MC80 Star Cruiser (96),Point Defense Ion Cannons (6),53
MC80 Star Cruiser (96),Ray Antilles (7),373
MC80 Star Cruiser (96),Caitken and Shollan (6),623
MC80 Star Cruiser (96),XX-9 Turbolasers (2),91
MC80 Star Cruiser (96),Mon Karren (6),1097
MC80 Star Cruiser (96),Nav Team (4),345
MC80 Star Cruiser (96),SW-7 Ion Batteries (5),555
MC80 Star Cruiser (96),Intel Officer (7),331
MC80 Star Cruiser (96),Veteran Gunners (5),75
MC80 Star Cruiser (96),Local Fire Control (4),22
MC80 Star Cruiser (96),Overload Pulse (6),12
MC80 Star Cruiser (96),DBY-827 Heavy Turbolasers (3),9
MC80 Star Cruiser (96),General Dodonna (20),111
MC80 Star Cruiser (96),Engineering Team (3),8
MC80 Star Cruiser (96),Leading Shots (5),37
MC80 Star Cruiser (96),Major Derlin (7),76
MC80 Star Cruiser (96),Weapons Battery Techs (4),17
MC80 Star Cruiser (96),Heavy Ion Emplacements (9),345
MC80 Star Cruiser (96),Dual Turbolaser Turrets (4),21
MC80 Star Cruiser (96),Kyrsta Agate (5),18
MC80 Star Cruiser (96),Ion Cannon Batteries (5),57
MC80 Star Cruiser (96),Quad Turbolaser Cannons (10),26
MC80 Star Cruiser (96),Flight Controllers (6),87
MC80 Star Cruiser (96),Liberty (3),148
MC80 Star Cruiser (96),Quad Battery Turrets (5),250
MC80 Star Cruiser (96),Heavy Turbolaser Turrets (4),13
MC80 Star Cruiser (96),Skilled First Officer (1),80
MC80 Star Cruiser (96),Medical Team (1),44
MC80 Star Cruiser (96),Expert Shield Tech (5),92
MC80 Star Cruiser (96),Projection Experts (6),39
MC80 Star Cruiser (96),Linked Turbolaser Towers (7),580
MC80 Star Cruiser (96),NK-7 Ion Cannons (6),10
MC80 Star Cruiser (96),Ezra Bridger (3),73
MC80 Star Cruiser (96),Walex Blissex (5),189
MC80 Star Cruiser (96),Ahsoka Tano (2),43
MC80 Star Cruiser (96),Leia Organa (3),3
MC80 Star Cruiser (96),General Draven (20),5
MC80 Star Cruiser (96),Weapons Liaison (3),1
MC80 Star Cruiser (96),Veteran Captain (2),7
MC80 Star Cruiser (96),Dual Turbolaser Turrets (5)!,26
MC80 Star Cruiser (96),Toryn Farr (7),29
MC80 Star Cruiser (96),Fighter Coordination Team (3),22
MC80 Star Cruiser (96),Point Defense Ion Cannons (4)!,470
MC80 Star Cruiser (96),Weapons Battery Techs (5)!,161
MC80 Star Cruiser (96),Leading Shots (6)!,188
MC80 Star Cruiser (96),Turbolaser Reroute Circuits (7),46
MC80 Star Cruiser (96),Navigation Officer (6),6
MC80 Star Cruiser (96),MS-1 Ion Cannons (2),13
MC80 Star Cruiser (96),Heavy Turbolaser Turrets (6)!,55
MC80 Star Cruiser (96),H9 Turbolasers (8),125
MC80 Star Cruiser (96),Hondo Ohnaka (2),33
MC80 Star Cruiser (96),Fire-Control Team (2),32
MC80 Star Cruiser (96),Chart Officer (2),11
MC80 Star Cruiser (96),High-Capacity Ion Turbines (8)!,5
MC80 Star Cruiser (96),Overload Pulse (8)!,76
MC80 Star Cruiser (96),Captain Rex (5),7
MC80 Star Cruiser (96),Kyrsta Agate (20)!,227
MC80 Star Cruiser (96),Ordnance Experts (4),8
